timestamp,SOL_USDC_Raydium,SOL_USDC_Orca,USDC_USDT_Raydium,USDC_USDT_Orca
2025-08-22T12:46:19.574063,25.15879757243341,25.155185719826104,1.0005232172969183,1.0010118364029204
2025-08-22T12:47:19.574063,25.545195117092607,25.52526091773777,1.0005645596555128,1.0009608311801752
2025-08-22T12:48:19.574063,25.88454120608295,25.88107028623311,1.0012009966131135,1.001753041378902
2025-08-22T12:49:19.574063,25.533990908294655,25.513995484020562,1.0002801008193158,1.0012340281039602
2025-08-22T12:50:19.574063,25.78774826260927,25.799329796278066,0.9993759807698016,0.9998982291372838
2025-08-22T12:51:19.574063,25.702524276043043,25.708409599487133,0.9999847082053532,1.0000086314341972
2025-08-22T12:52:19.574063,25.211001825712962,25.23010479011809,1.0008112416309494,1.0010241467536916
2025-08-22T12:53:19.574063,25.638895970129987,25.624384720350164,0.999952283272839,0.9999353906897159
2025-08-22T12:54:19.574063,25.49417970359729,25.504042527888593,0.9992261517153507,0.9987639943314144
2025-08-22T12:55:19.574063,25.61921890997632,25.63232862241336,0.9992350404389867,0.998335475869023
2025-08-22T12:56:19.574063,25.248115382129377,25.260328243112085,0.9991293210871347,0.9999118290266109
2025-08-22T12:57:19.574063,25.330446161430267,25.337608710693775,0.9991396104929712,0.9987741926266447
2025-08-22T12:58:19.574063,25.116679492981355,25.092834055103463,0.9997935681157025,0.9989703844532908
2025-08-22T12:59:19.574063,24.96108395280109,24.966536849649607,0.9989897851670536,0.9997757784430211
2025-08-22T13:00:19.574063,25.36267418517498,25.360332348302443,0.9992366501091439,0.9986240714376247
2025-08-22T13:01:19.574063,25.05878823197156,25.035718757795394,0.9983467190820613,0.9992882468598503
2025-08-22T13:02:19.574063,25.137806068740538,25.127691510868495,0.998509534923681,0.9979019663766396
2025-08-22T13:03:19.574063,25.262776300101038,25.263103874992517,0.9994009361382401,0.9991527673612327
2025-08-22T13:04:19.574063,25.02203067570344,25.045861311483595,1.0002769649512688,1.0010626572120482
2025-08-22T13:05:19.574063,25.257930130931687,25.277267051570742,1.000373285658508,1.000941538430398
2025-08-22T13:06:19.574063,25.105211040474416,25.120301294890144,1.0002939144162464,1.0004561616501921
2025-08-22T13:07:19.574063,25.010000256524528,25.029460893408267,1.0002700255268173,0.9993854395156845
2025-08-22T13:08:19.574063,25.09213855331838,25.093067792965066,1.0008593110470414,1.0005465971351277
2025-08-22T13:09:19.574063,25.243780031999382,25.234264055074405,1.0011984181587181,1.001234509501386
2025-08-22T13:10:19.574063,25.434989778213495,25.440961774819172,1.0019210263194678,1.0018476187344623
2025-08-22T13:11:19.574063,25.008105844574963,25.009334788982468,1.0015416703145987,1.0018340794810832
2025-08-22T13:12:19.574063,25.441480696327087,25.466891456582676,1.002208788991073,1.001499997332286
2025-08-22T13:13:19.574063,25.949974147059205,25.9491773673891,1.0025943341292103,1.0029711534273082
2025-08-22T13:14:19.574063,26.34964076116748,26.34027288353345,1.002850084580022,1.0026983540205303
2025-08-22T13:15:19.574063,26.86922351531679,26.8931319593923,1.002841059796918,1.0020056650923173
